project_id,group_id,mention_handle,interval,total_commits,sum_lines_added,sum_lines_deleted,sum_lines_per_commit,active_days,last_minute_commits,total_merge_requests,merged_requests,review_comments_given,review_comments_received,total_issues_created,total_issues_assigned,issues_resolved,issue_participation,branches_created,merges_to_main_branch,Final Grade
61760919,93365912,edi.marques,4,0,0,0,0,0,0,0,0,3,0,5,10,5,13,42,44,12
61760919,93365912,msilva2203,4,0,0,0,0,0,0,0,0,7,0,26,22,26,39,42,44,15
61760919,93365912,crism17,4,0,0,0,0,0,0,0,0,2,0,5,10,5,19,42,44,11
61760919,93365912,goncalofferreira03,4,0,0,0,0,0,0,0,0,0,0,13,15,13,14,42,44,12
61760919,93365912,jsimoes04,4,0,0,0,0,0,0,0,0,0,0,5,14,3,12,42,44,15
61760919,93365912,rodrigocoelho99,4,0,0,0,0,0,0,0,0,0,0,7,6,7,19,42,44,11
61760919,93365912,davidmc03,4,0,0,0,0,0,0,0,0,0,0,7,8,4,11,42,44,15
61760919,93365912,afns,4,0,0,0,0,0,0,0,0,0,0,4,2,4,17,42,44,13
61760973,93365912,goncalonpb,4,89,1166806,3939,1170745,16,0,0,0,2,0,26,21,17,46,81,12,17
61760973,93365912,tiagomendes1992,4,37,13486,454,13940,7,0,0,0,0,0,3,12,0,8,81,12,15
61760973,93365912,brunomvilasboas,4,3,72,37,109,3,0,3,2,0,4,49,21,27,71,81,12,16
61760973,93365912,wmvenica,4,27,360,337,697,5,0,0,0,0,0,2,5,1,3,81,12,11
61760973,93365912,floureiro4,4,30,1352,353,1705,3,0,0,0,0,0,4,1,4,19,81,12,16
61760973,93365912,luis.miguel.vaz2004,4,36,2885,1221,4106,10,0,1,1,2,2,26,21,18,61,81,12,17
61760973,93365912,pedrogarciateixeira,4,8,215,91,306,2,0,0,0,0,0,0,0,0,0,81,12,1
61760973,93365912,evapx2003,4,8,110,22,132,2,0,3,0,7,10,0,9,0,8,81,12,4
61760973,93365912,tiago_silva_,4,0,0,0,0,0,0,3,2,21,7,53,47,47,56,81,12,18
61760973,93365912,pedrocarvlima,4,0,0,0,0,0,0,5,2,6,9,86,19,57,149,81,12,18
61760973,93365912,xicocaetano,4,0,0,0,0,0,0,3,2,1,5,40,28,30,45,81,12,18
61760973,93365912,shonunes,4,0,0,0,0,0,0,6,3,13,14,11,8,7,40,81,12,15
61760973,93365912,jotapegpng,4,0,0,0,0,0,0,1,0,2,2,6,1,6,12,81,12,15
61760973,93365912,joaodmendes,4,0,0,0,0,0,0,5,0,5,5,0,10,0,6,81,12,12
61760973,93365912,franciscopereira04,4,0,0,0,0,0,0,1,1,2,3,5,10,1,15,81,12,13
61760973,93365912,joao8domingos,4,0,0,0,0,0,0,0,0,0,0,24,34,1,46,81,12,17
61760973,93365912,laura_santos,4,0,0,0,0,0,0,0,0,0,0,14,11,13,38,81,12,15
61760973,93365912,miguelpereira_dei,4,0,0,0,0,0,0,0,0,0,0,61,8,34,72,81,12,11
61760973,93365912,jafonsodmoura,4,0,0,0,0,0,0,0,0,0,0,6,27,2,16,81,12,16
61760973,93365912,jfonseca727,4,0,0,0,0,0,0,0,0,0,0,0,9,0,7,81,12,1
61760973,93365912,jl.marques,4,0,0,0,0,0,0,0,0,0,0,6,3,5,33,81,12,0
61760973,93365912,pedrocostakk75,4,0,0,0,0,0,0,0,0,0,0,13,24,11,43,81,12,17
61760973,93365912,carlos-pereir4,4,0,0,0,0,0,0,0,0,0,0,5,6,1,11,81,12,10
61760973,93365912,miguel2004pt,4,0,0,0,0,0,0,0,0,0,0,20,17,3,28,81,12,17
61760973,93365912,migo.gomes5,4,0,0,0,0,0,0,0,0,0,0,11,9,2,32,81,12,13
61760973,93365912,vicentemota,4,0,0,0,0,0,0,0,0,0,0,6,3,3,7,81,12,14
61760973,93365912,guisantosneto,4,0,0,0,0,0,0,0,0,0,0,0,9,0,4,81,12,11
61760973,93365912,2001vaas,4,0,0,0,0,0,0,0,0,0,0,4,8,4,11,81,12,0
